"","gutenberg_id","text"
"3697",140,"complied with--for the present, at any rate. Any day, however, one might"
"3698",140,"see sharp-horned and shaggy-haired creatures running with the sheep and"
"3699",140,"yet what a job you would have to get the public to believe that a good"
"3700",140,"part of what it buys for lamb and mutton is really goat's flesh!"
"3701",140,""
"3702",140,"There was another interesting set of statistics that a person might"
"3703",140,"have gathered in Packingtown--those of the various afflictions of"
"3704",140,"the workers. When Jurgis had first inspected the packing plants with"
"3705",140,"Szedvilas, he had marveled while he listened to the tale of all the"
"3706",140,"things that were made out of the carcasses of animals, and of all the"
"3707",140,"lesser industries that were maintained there; now he found that each one"
"3708",140,"of these lesser industries was a separate little inferno, in its way as"
"3709",140,"horrible as the killing beds, the source and fountain of them all."
"3710",140,"The workers in each of them had their own peculiar diseases. And the"
"3711",140,"wandering visitor might be skeptical about all the swindles, but he"
"3712",140,"could not be skeptical about these, for the worker bore the evidence"
"3713",140,"of them about on his own person--generally he had only to hold out his"
"3714",140,"hand."
"3715",140,""
"3716",140,"There were the men in the pickle rooms, for instance, where old Antanas"
"3717",140,"had gotten his death; scarce a one of these that had not some spot of"
"3718",140,"horror on his person. Let a man so much as scrape his finger pushing a"
"3719",140,"truck in the pickle rooms, and he might have a sore that would put him"
"3720",140,"out of the world; all the joints in his fingers might be eaten by the"
"3721",140,"acid, one by one. Of the butchers and floorsmen, the beef-boners and"
"3722",140,"trimmers, and all those who used knives, you could scarcely find a"
"3723",140,"person who had the use of his thumb; time and time again the base of it"
"3724",140,"had been slashed, till it was a mere lump of flesh against which the"
"3725",140,"man pressed the knife to hold it. The hands of these men would be"
"3726",140,"criss-crossed with cuts, until you could no longer pretend to count"
"3727",140,"them or to trace them. They would have no nails,--they had worn them off"
"3728",140,"pulling hides; their knuckles were swollen so that their fingers spread"
"3729",140,"out like a fan. There were men who worked in the cooking rooms, in the"
"3730",140,"midst of steam and sickening odors, by artificial light; in these rooms"
"3731",140,"the germs of tuberculosis might live for two years, but the supply"
"3732",140,"was renewed every hour. There were the beef-luggers, who carried"
"3733",140,"two-hundred-pound quarters into the refrigerator-cars; a fearful kind of"
"3734",140,"work, that began at four o'clock in the morning, and that wore out the"
"3735",140,"most powerful men in a few years. There were those who worked in the"
"3736",140,"chilling rooms, and whose special disease was rheumatism; the time limit"
"3737",140,"that a man could work in the chilling rooms was said to be five years."
"3738",140,"There were the wool-pluckers, whose hands went to pieces even sooner"
"3739",140,"than the hands of the pickle men; for the pelts of the sheep had to be"
"3740",140,"painted with acid to loosen the wool, and then the pluckers had to"
"3741",140,"pull out this wool with their bare hands, till the acid had eaten their"
"3742",140,"fingers off. There were those who made the tins for the canned meat; and"
"3743",140,"their hands, too, were a maze of cuts, and each cut represented a chance"
"3744",140,"for blood poisoning. Some worked at the stamping machines, and it was"
"3745",140,"very seldom that one could work long there at the pace that was set, and"
"3746",140,"not give out and forget himself and have a part of his hand chopped off."
"3747",140,"There were the ""hoisters,"" as they were called, whose task it was to"
"3748",140,"press the lever which lifted the dead cattle off the floor. They ran"
"3749",140,"along upon a rafter, peering down through the damp and the steam; and"
"3750",140,"as old Durham's architects had not built the killing room for the"
"3751",140,"convenience of the hoisters, at every few feet they would have to stoop"
"3752",140,"under a beam, say four feet above the one they ran on; which got them"
"3753",140,"into the habit of stooping, so that in a few years they would be walking"
"3754",140,"like chimpanzees. Worst of any, however, were the fertilizer men, and"
"3755",140,"those who served in the cooking rooms. These people could not be shown"
"3756",140,"to the visitor,--for the odor of a fertilizer man would scare any"
"3757",140,"ordinary visitor at a hundred yards, and as for the other men, who"
"3758",140,"worked in tank rooms full of steam, and in some of which there were open"
"3759",140,"vats near the level of the floor, their peculiar trouble was that they"
"3760",140,"fell into the vats; and when they were fished out, there was never"
"3761",140,"enough of them left to be worth exhibiting,--sometimes they would be"
"3762",140,"overlooked for days, till all but the bones of them had gone out to the"
"3763",140,"world as Durham's Pure Leaf Lard!"
"3764",140,""
"3765",140,""
"3766",140,""
"3767",140,"Chapter 10"
"3768",140,""
"3769",140,""
"3770",140,"During the early part of the winter the family had had money enough to"
"3771",140,"live and a little over to pay their debts with; but when the earnings of"
"3772",140,"Jurgis fell from nine or ten dollars a week to five or six, there was"
"3773",140,"no longer anything to spare. The winter went, and the spring came, and"
"3774",140,"found them still living thus from hand to mouth, hanging on day by day,"
"3775",140,"with literally not a month's wages between them and starvation. Marija"
"3776",140,"was in despair, for there was still no word about the reopening of the"
"3777",140,"canning factory, and her savings were almost entirely gone. She had had"
"3778",140,"to give up all idea of marrying then; the family could not get along"
"3779",140,"without her--though for that matter she was likely soon to become a"
"3780",140,"burden even upon them, for when her money was all gone, they would have"
"3781",140,"to pay back what they owed her in board. So Jurgis and Ona and Teta"
"3782",140,"Elzbieta would hold anxious conferences until late at night, trying to"
"3783",140,"figure how they could manage this too without starving."
"3784",140,""
"3785",140,"Such were the cruel terms upon which their life was possible, that they"
"3786",140,"might never have nor expect a single instant's respite from worry, a"
"3787",140,"single instant in which they were not haunted by the thought of money."
"3788",140,"They would no sooner escape, as by a miracle, from one difficulty,"
"3789",140,"than a new one would come into view. In addition to all their physical"
"3790",140,"hardships, there was thus a constant strain upon their minds; they were"
"3791",140,"harried all day and nearly all night by worry and fear. This was in"
"3792",140,"truth not living; it was scarcely even existing, and they felt that it"
"3793",140,"was too little for the price they paid. They were willing to work all"
"3794",140,"the time; and when people did their best, ought they not to be able to"
"3795",140,"keep alive?"
"3796",140,""
"3797",140,"There seemed never to be an end to the things they had to buy and to the"
"3798",140,"unforeseen contingencies. Once their water pipes froze and burst; and"
"3799",140,"when, in their ignorance, they thawed them out, they had a terrifying"
"3800",140,"flood in their house. It happened while the men were away, and poor"
"3801",140,"Elzbieta rushed out into the street screaming for help, for she did"
"3802",140,"not even know whether the flood could be stopped, or whether they were"
"3803",140,"ruined for life. It was nearly as bad as the latter, they found in"
"3804",140,"the end, for the plumber charged them seventy-five cents an hour, and"
"3805",140,"seventy-five cents for another man who had stood and watched him, and"
"3806",140,"included all the time the two had been going and coming, and also a"
"3807",140,"charge for all sorts of material and extras. And then again, when"
"3808",140,"they went to pay their January's installment on the house, the agent"
"3809",140,"terrified them by asking them if they had had the insurance attended"
"3810",140,"to yet. In answer to their inquiry he showed them a clause in the deed"
"3811",140,"which provided that they were to keep the house insured for one thousand"
"3812",140,"dollars, as soon as the present policy ran out, which would happen in"
"3813",140,"a few days. Poor Elzbieta, upon whom again fell the blow, demanded how"
"3814",140,"much it would cost them. Seven dollars, the man said; and that night"
"3815",140,"came Jurgis, grim and determined, requesting that the agent would be"
"3816",140,"good enough to inform him, once for all, as to all the expenses they"
"3817",140,"were liable for. The deed was signed now, he said, with sarcasm proper"
"3818",140,"to the new way of life he had learned--the deed was signed, and so the"
"3819",140,"agent had no longer anything to gain by keeping quiet. And Jurgis looked"
"3820",140,"the fellow squarely in the eye, and so the fellow wasted no time in"
"3821",140,"conventional protests, but read him the deed. They would have to renew"
"3822",140,"the insurance every year; they would have to pay the taxes, about ten"
"3823",140,"dollars a year; they would have to pay the water tax, about six dollars"
"3824",140,"a year--(Jurgis silently resolved to shut off the hydrant). This,"
"3825",140,"besides the interest and the monthly installments, would be all--unless"
"3826",140,"by chance the city should happen to decide to put in a sewer or to lay"
"3827",140,"a sidewalk. Yes, said the agent, they would have to have these, whether"
"3828",140,"they wanted them or not, if the city said so. The sewer would cost them"
"3829",140,"about twenty-two dollars, and the sidewalk fifteen if it were wood,"
"3830",140,"twenty-five if it were cement."
"3831",140,""
"3832",140,"So Jurgis went home again; it was a relief to know the worst, at any"
"3833",140,"rate, so that he could no more be surprised by fresh demands. He saw"
"3834",140,"now how they had been plundered; but they were in for it, there was"
"3835",140,"no turning back. They could only go on and make the fight and win--for"
"3836",140,"defeat was a thing that could not even be thought of."
"3837",140,""
"3838",140,"When the springtime came, they were delivered from the dreadful cold,"
"3839",140,"and that was a great deal; but in addition they had counted on the money"
"3840",140,"they would not have to pay for coal--and it was just at this time that"
"3841",140,"Marija's board began to fail. Then, too, the warm weather brought trials"
"3842",140,"of its own; each season had its trials, as they found. In the spring"
"3843",140,"there were cold rains, that turned the streets into canals and bogs; the"
"3844",140,"mud would be so deep that wagons would sink up to the hubs, so that half"
"3845",140,"a dozen horses could not move them. Then, of course, it was impossible"
"3846",140,"for any one to get to work with dry feet; and this was bad for men that"
"3847",140,"were poorly clad and shod, and still worse for women and children. Later"
"3848",140,"came midsummer, with the stifling heat, when the dingy killing beds of"
"3849",140,"Durham's became a very purgatory; one time, in a single day, three men"
"3850",140,"fell dead from sunstroke. All day long the rivers of hot blood poured"
"3851",140,"forth, until, with the sun beating down, and the air motionless,"
"3852",140,"the stench was enough to knock a man over; all the old smells of a"
"3853",140,"generation would be drawn out by this heat--for there was never any"
"3854",140,"washing of the walls and rafters and pillars, and they were caked with"
"3855",140,"the filth of a lifetime. The men who worked on the killing beds would"
"3856",140,"come to reek with foulness, so that you could smell one of them fifty"
"3857",140,"feet away; there was simply no such thing as keeping decent, the most"
"3858",140,"careful man gave it up in the end, and wallowed in uncleanness. There"
"3859",140,"was not even a place where a man could wash his hands, and the men ate"
"3860",140,"as much raw blood as food at dinnertime. When they were at work they"
"3861",140,"could not even wipe off their faces--they were as helpless as newly born"
"3862",140,"babes in that respect; and it may seem like a small matter, but when the"
"3863",140,"sweat began to run down their necks and tickle them, or a fly to bother"
"3864",140,"them, it was a torture like being burned alive. Whether it was the"
"3865",140,"slaughterhouses or the dumps that were responsible, one could not say,"
"3866",140,"but with the hot weather there descended upon Packingtown a veritable"
"3867",140,"Egyptian plague of flies; there could be no describing this--the houses"
"3868",140,"would be black with them. There was no escaping; you might provide all"
"3869",140,"your doors and windows with screens, but their buzzing outside would be"
"3870",140,"like the swarming of bees, and whenever you opened the door they would"
"3871",140,"rush in as if a storm of wind were driving them."
"3872",140,""
"3873",140,"Perhaps the summertime suggests to you thoughts of the country, visions"
"3874",140,"of green fields and mountains and sparkling lakes. It had no such"
"3875",140,"suggestion for the people in the yards. The great packing machine ground"
"3876",140,"on remorselessly, without thinking of green fields; and the men and"
"3877",140,"women and children who were part of it never saw any green thing, not"
"3878",140,"even a flower. Four or five miles to the east of them lay the blue"
"3879",140,"waters of Lake Michigan; but for all the good it did them it might have"
"3880",140,"been as far away as the Pacific Ocean. They had only Sundays, and"
"3881",140,"then they were too tired to walk. They were tied to the great packing"
"3882",140,"machine, and tied to it for life. The managers and superintendents and"
"3883",140,"clerks of Packingtown were all recruited from another class, and never"
"3884",140,"from the workers; they scorned the workers, the very meanest of them. A"
"3885",140,"poor devil of a bookkeeper who had been working in Durham's for twenty"
"3886",140,"years at a salary of six dollars a week, and might work there for twenty"
"3887",140,"more and do no better, would yet consider himself a gentleman, as far"
"3888",140,"removed as the poles from the most skilled worker on the killing beds;"
"3889",140,"he would dress differently, and live in another part of the town, and"
"3890",140,"come to work at a different hour of the day, and in every way make sure"
"3891",140,"that he never rubbed elbows with a laboring man. Perhaps this was due to"
"3892",140,"the repulsiveness of the work; at any rate, the people who worked with"
"3893",140,"their hands were a class apart, and were made to feel it."
"3894",140,""
"3895",140,"In the late spring the canning factory started up again, and so once"
"3896",140,"more Marija was heard to sing, and the love-music of Tamoszius took on"
"3897",140,"a less melancholy tone. It was not for long, however; for a month or two"
"3898",140,"later a dreadful calamity fell upon Marija. Just one year and three days"
"3899",140,"after she had begun work as a can-painter, she lost her job."
"3900",140,""
"3901",140,"It was a long story. Marija insisted that it was because of her activity"
"3902",140,"in the union. The packers, of course, had spies in all the unions, and"
"3903",140,"in addition they made a practice of buying up a certain number of the"
"3904",140,"union officials, as many as they thought they needed. So every week they"
"3905",140,"received reports as to what was going on, and often they knew things"
"3906",140,"before the members of the union knew them. Any one who was considered"
"3907",140,"to be dangerous by them would find that he was not a favorite with"
"3908",140,"his boss; and Marija had been a great hand for going after the foreign"
"3909",140,"people and preaching to them. However that might be, the known facts"
"3910",140,"were that a few weeks before the factory closed, Marija had been cheated"
"3911",140,"out of her pay for three hundred cans. The girls worked at a long table,"
"3912",140,"and behind them walked a woman with pencil and notebook, keeping count"
"3913",140,"of the number they finished. This woman was, of course, only human, and"
"3914",140,"sometimes made mistakes; when this happened, there was no redress--if"
"3915",140,"on Saturday you got less money than you had earned, you had to make the"
"3916",140,"best of it. But Marija did not understand this, and made a disturbance."
"3917",140,"Marija's disturbances did not mean anything, and while she had known"
"3918",140,"only Lithuanian and Polish, they had done no harm, for people only"
"3919",140,"laughed at her and made her cry. But now Marija was able to call names"
"3920",140,"in English, and so she got the woman who made the mistake to disliking"
"3921",140,"her. Probably, as Marija claimed, she made mistakes on purpose after"
"3922",140,"that; at any rate, she made them, and the third time it happened Marija"
"3923",140,"went on the warpath and took the matter first to the forelady, and"
"3924",140,"when she got no satisfaction there, to the superintendent. This was"
"3925",140,"unheard-of presumption, but the superintendent said he would see about"
"3926",140,"it, which Marija took to mean that she was going to get her money; after"
"3927",140,"waiting three days, she went to see the superintendent again. This time"
"3928",140,"the man frowned, and said that he had not had time to attend to it; and"
"3929",140,"when Marija, against the advice and warning of every one, tried it once"
"3930",140,"more, he ordered her back to her work in a passion. Just how things"
"3931",140,"happened after that Marija was not sure, but that afternoon the forelady"
"3932",140,"told her that her services would not be any longer required. Poor Marija"
"3933",140,"could not have been more dumfounded had the woman knocked her over the"
"3934",140,"head; at first she could not believe what she heard, and then she grew"
"3935",140,"furious and swore that she would come anyway, that her place belonged"
"3936",140,"to her. In the end she sat down in the middle of the floor and wept and"
"3937",140,"wailed."
"3938",140,""
"3939",140,"It was a cruel lesson; but then Marija was headstrong--she should have"
"3940",140,"listened to those who had had experience. The next time she would know"
"3941",140,"her place, as the forelady expressed it; and so Marija went out, and the"
"3942",140,"family faced the problem of an existence again."
"3943",140,""
"3944",140,"It was especially hard this time, for Ona was to be confined before"
"3945",140,"long, and Jurgis was trying hard to save up money for this. He had"
"3946",140,"heard dreadful stories of the midwives, who grow as thick as fleas"
"3947",140,"in Packingtown; and he had made up his mind that Ona must have a"
"3948",140,"man-doctor. Jurgis could be very obstinate when he wanted to, and he"
"3949",140,"was in this case, much to the dismay of the women, who felt that a"
"3950",140,"man-doctor was an impropriety, and that the matter really belonged to"
"3951",140,"them. The cheapest doctor they could find would charge them fifteen"
"3952",140,"dollars, and perhaps more when the bill came in; and here was Jurgis,"
"3953",140,"declaring that he would pay it, even if he had to stop eating in the"
"3954",140,"meantime!"
"3955",140,""
"3956",140,"Marija had only about twenty-five dollars left. Day after day she"
"3957",140,"wandered about the yards begging a job, but this time without hope of"
"3958",140,"finding it. Marija could do the work of an able-bodied man, when she"
"3959",140,"was cheerful, but discouragement wore her out easily, and she would come"
"3960",140,"home at night a pitiable object. She learned her lesson this time, poor"
"3961",140,"creature; she learned it ten times over. All the family learned it along"
"3962",140,"with her--that when you have once got a job in Packingtown, you hang on"
"3963",140,"to it, come what will."
"3964",140,""
"3965",140,"Four weeks Marija hunted, and half of a fifth week. Of course she"
"3966",140,"stopped paying her dues to the union. She lost all interest in the"
"3967",140,"union, and cursed herself for a fool that she had ever been dragged"
"3968",140,"into one. She had about made up her mind that she was a lost soul,"
"3969",140,"when somebody told her of an opening, and she went and got a place as"
"3970",140,"a ""beef-trimmer."" She got this because the boss saw that she had the"
"3971",140,"muscles of a man, and so he discharged a man and put Marija to do his"
"3972",140,"work, paying her a little more than half what he had been paying before."
"3973",140,""
"3974",140,"When she first came to Packingtown, Marija would have scorned such work"
"3975",140,"as this. She was in another canning factory, and her work was to trim"
"3976",140,"the meat of those diseased cattle that Jurgis had been told about not"
"3977",140,"long before. She was shut up in one of the rooms where the people seldom"
"3978",140,"saw the daylight; beneath her were the chilling rooms, where the meat"
"3979",140,"was frozen, and above her were the cooking rooms; and so she stood on an"
"3980",140,"ice-cold floor, while her head was often so hot that she could scarcely"
"3981",140,"breathe. Trimming beef off the bones by the hundred-weight, while"
"3982",140,"standing up from early morning till late at night, with heavy boots on"
"3983",140,"and the floor always damp and full of puddles, liable to be thrown out"
"3984",140,"of work indefinitely because of a slackening in the trade, liable again"
"3985",140,"to be kept overtime in rush seasons, and be worked till she trembled"
"3986",140,"in every nerve and lost her grip on her slimy knife, and gave herself"
"3987",140,"a poisoned wound--that was the new life that unfolded itself before"
"3988",140,"Marija. But because Marija was a human horse she merely laughed and went"
"3989",140,"at it; it would enable her to pay her board again, and keep the family"
"3990",140,"going. And as for Tamoszius--well, they had waited a long time, and they"
"3991",140,"could wait a little longer. They could not possibly get along upon his"
"3992",140,"wages alone, and the family could not live without hers. He could come"
"3993",140,"and visit her, and sit in the kitchen and hold her hand, and he must"
"3994",140,"manage to be content with that. But day by day the music of Tamoszius'"
"3995",140,"violin became more passionate and heartbreaking; and Marija would sit"
"3996",140,"with her hands clasped and her cheeks wet and all her body a-tremble,"
"3997",140,"hearing in the wailing melodies the voices of the unborn generations"
"3998",140,"which cried out in her for life."
"3999",140,""
"4000",140,""
"4001",140,"Marija's lesson came just in time to save Ona from a similar fate."
"4002",140,"Ona, too, was dissatisfied with her place, and had far more reason than"
"4003",140,"Marija. She did not tell half of her story at home, because she saw it"
"4004",140,"was a torment to Jurgis, and she was afraid of what he might do. For"
"4005",140,"a long time Ona had seen that Miss Henderson, the forelady in her"
"4006",140,"department, did not like her. At first she thought it was the old-time"
"4007",140,"mistake she had made in asking for a holiday to get married. Then she"
"4008",140,"concluded it must be because she did not give the forelady a present"
"4009",140,"occasionally--she was the kind that took presents from the girls, Ona"
"4010",140,"learned, and made all sorts of discriminations in favor of those who"
"4011",140,"gave them. In the end, however, Ona discovered that it was even worse"
"4012",140,"than that. Miss Henderson was a newcomer, and it was some time before"
"4013",140,"rumor made her out; but finally it transpired that she was a kept woman,"
"4014",140,"the former mistress of the superintendent of a department in the same"
"4015",140,"building. He had put her there to keep her quiet, it seemed--and that"
"4016",140,"not altogether with success, for once or twice they had been heard"
"4017",140,"quarreling. She had the temper of a hyena, and soon the place she ran"
"4018",140,"was a witch's caldron. There were some of the girls who were of her own"
"4019",140,"sort, who were willing to toady to her and flatter her; and these would"
"4020",140,"carry tales about the rest, and so the furies were unchained in the"
"4021",140,"place. Worse than this, the woman lived in a bawdy-house downtown, with"
"4022",140,"a coarse, red-faced Irishman named Connor, who was the boss of the"
"4023",140,"loading-gang outside, and would make free with the girls as they went"
"4024",140,"to and from their work. In the slack seasons some of them would go with"
"4025",140,"Miss Henderson to this house downtown--in fact, it would not be too much"
"4026",140,"to say that she managed her department at Brown's in conjunction with"
"4027",140,"it. Sometimes women from the house would be given places alongside of"
"4028",140,"decent girls, and after other decent girls had been turned off to make"
"4029",140,"room for them. When you worked in this woman's department the house"
"4030",140,"downtown was never out of your thoughts all day--there were always"
"4031",140,"whiffs of it to be caught, like the odor of the Packingtown rendering"
"4032",140,"plants at night, when the wind shifted suddenly. There would be stories"
"4033",140,"about it going the rounds; the girls opposite you would be telling them"
"4034",140,"and winking at you. In such a place Ona would not have stayed a day, but"
"4035",140,"for starvation; and, as it was, she was never sure that she could"
"4036",140,"stay the next day. She understood now that the real reason that Miss"
"4037",140,"Henderson hated her was that she was a decent married girl; and she knew"
"4038",140,"that the talebearers and the toadies hated her for the same reason, and"
"4039",140,"were doing their best to make her life miserable."
"4040",140,""
"4041",140,"But there was no place a girl could go in Packingtown, if she was"
"4042",140,"particular about things of this sort; there was no place in it where"
"4043",140,"a prostitute could not get along better than a decent girl. Here was a"
"4044",140,"population, low-class and mostly foreign, hanging always on the verge of"
"4045",140,"starvation, and dependent for its opportunities of life upon the whim of"
"4046",140,"men every bit as brutal and unscrupulous as the old-time slave drivers;"
"4047",140,"under such circumstances immorality was exactly as inevitable, and as"
"4048",140,"prevalent, as it was under the system of chattel slavery. Things that"
"4049",140,"were quite unspeakable went on there in the packing houses all the time,"
"4050",140,"and were taken for granted by everybody; only they did not show, as in"
"4051",140,"the old slavery times, because there was no difference in color between"
"4052",140,"master and slave."
"4053",140,""
"4054",140,""
"4055",140,"One morning Ona stayed home, and Jurgis had the man-doctor, according"
"4056",140,"to his whim, and she was safely delivered of a fine baby. It was an"
"4057",140,"enormous big boy, and Ona was such a tiny creature herself, that it"
"4058",140,"seemed quite incredible. Jurgis would stand and gaze at the stranger by"
"4059",140,"the hour, unable to believe that it had really happened."
"4060",140,""
"4061",140,"The coming of this boy was a decisive event with Jurgis. It made him"
"4062",140,"irrevocably a family man; it killed the last lingering impulse that he"
"4063",140,"might have had to go out in the evenings and sit and talk with the men"
"4064",140,"in the saloons. There was nothing he cared for now so much as to sit"
"4065",140,"and look at the baby. This was very curious, for Jurgis had never been"
"4066",140,"interested in babies before. But then, this was a very unusual sort of a"
"4067",140,"baby. He had the brightest little black eyes, and little black ringlets"
"4068",140,"all over his head; he was the living image of his father, everybody"
"4069",140,"said--and Jurgis found this a fascinating circumstance. It was"
"4070",140,"sufficiently perplexing that this tiny mite of life should have come"
"4071",140,"into the world at all in the manner that it had; that it should have"
"4072",140,"come with a comical imitation of its father's nose was simply uncanny."
"4073",140,""
"4074",140,"Perhaps, Jurgis thought, this was intended to signify that it was his"
"4075",140,"baby; that it was his and Ona's, to care for all its life. Jurgis had"
"4076",140,"never possessed anything nearly so interesting--a baby was, when you"
"4077",140,"came to think about it, assuredly a marvelous possession. It would grow"
"4078",140,"up to be a man, a human soul, with a personality all its own, a will of"
"4079",140,"its own! Such thoughts would keep haunting Jurgis, filling him with"
"4080",140,"all sorts of strange and almost painful excitements. He was wonderfully"
"4081",140,"proud of little Antanas; he was curious about all the details of"
"4082",140,"him--the washing and the dressing and the eating and the sleeping of"
"4083",140,"him, and asked all sorts of absurd questions. It took him quite a"
"4084",140,"while to get over his alarm at the incredible shortness of the little"
"4085",140,"creature's legs."
"4086",140,""
"4087",140,"Jurgis had, alas, very little time to see his baby; he never felt the"
"4088",140,"chains about him more than just then. When he came home at night, the"
"4089",140,"baby would be asleep, and it would be the merest chance if he awoke"
"4090",140,"before Jurgis had to go to sleep himself. Then in the morning there was"
"4091",140,"no time to look at him, so really the only chance the father had was on"
"4092",140,"Sundays. This was more cruel yet for Ona, who ought to have stayed"
"4093",140,"home and nursed him, the doctor said, for her own health as well as the"
"4094",140,"baby's; but Ona had to go to work, and leave him for Teta Elzbieta"
"4095",140,"to feed upon the pale blue poison that was called milk at the corner"
"4096",140,"grocery. Ona's confinement lost her only a week's wages--she would go to"
"4097",140,"the factory the second Monday, and the best that Jurgis could persuade"
"4098",140,"her was to ride in the car, and let him run along behind and help her to"
"4099",140,"Brown's when she alighted. After that it would be all right, said Ona,"
"4100",140,"it was no strain sitting still sewing hams all day; and if she waited"
"4101",140,"longer she might find that her dreadful forelady had put some one"
"4102",140,"else in her place. That would be a greater calamity than ever now, Ona"
"4103",140,"continued, on account of the baby. They would all have to work harder"
"4104",140,"now on his account. It was such a responsibility--they must not have the"
"4105",140,"baby grow up to suffer as they had. And this indeed had been the first"
"4106",140,"thing that Jurgis had thought of himself--he had clenched his hands and"
"4107",140,"braced himself anew for the struggle, for the sake of that tiny mite of"
"4108",140,"human possibility."
"4109",140,""
"4110",140,"And so Ona went back to Brown's and saved her place and a week's wages;"
"4111",140,"and so she gave herself some one of the thousand ailments that women"
"4112",140,"group under the title of ""womb trouble,"" and was never again a well"
"4113",140,"person as long as she lived. It is difficult to convey in words all that"
"4114",140,"this meant to Ona; it seemed such a slight offense, and the punishment"
"4115",140,"was so out of all proportion, that neither she nor any one else ever"
"4116",140,"connected the two. ""Womb trouble"" to Ona did not mean a specialist's"
"4117",140,"diagnosis, and a course of treatment, and perhaps an operation or two;"
"4118",140,"it meant simply headaches and pains in the back, and depression and"
"4119",140,"heartsickness, and neuralgia when she had to go to work in the rain. The"
"4120",140,"great majority of the women who worked in Packingtown suffered in the"
"4121",140,"same way, and from the same cause, so it was not deemed a thing to see"
"4122",140,"the doctor about; instead Ona would try patent medicines, one after"
"4123",140,"another, as her friends told her about them. As these all contained"
"4124",140,"alcohol, or some other stimulant, she found that they all did her good"
"4125",140,"while she took them; and so she was always chasing the phantom of good"
"4126",140,"health, and losing it because she was too poor to continue."
"4127",140,""
"4128",140,""
"4129",140,""
"4130",140,"Chapter 11"
"4131",140,""
"4132",140,""
"4133",140,"During the summer the packing houses were in full activity again, and"
"4134",140,"Jurgis made more money. He did not make so much, however, as he had the"
"4135",140,"previous summer, for the packers took on more hands. There were new men"
"4136",140,"every week, it seemed--it was a regular system; and this number they"
"4137",140,"would keep over to the next slack season, so that every one would have"
"4138",140,"less than ever. Sooner or later, by this plan, they would have all the"
"4139",140,"floating labor of Chicago trained to do their work. And how very cunning"
"4140",140,"a trick was that! The men were to teach new hands, who would some day"
"4141",140,"come and break their strike; and meantime they were kept so poor that"
"4142",140,"they could not prepare for the trial!"
"4143",140,""
"4144",140,"But let no one suppose that this superfluity of employees meant easier"
"4145",140,"work for any one! On the contrary, the speeding-up seemed to be growing"
"4146",140,"more savage all the time; they were continually inventing new devices to"
"4147",140,"crowd the work on--it was for all the world like the thumbscrew of the"
"4148",140,"medieval torture chamber. They would get new pacemakers and pay them"
"4149",140,"more; they would drive the men on with new machinery--it was said"
"4150",140,"that in the hog-killing rooms the speed at which the hogs moved was"
"4151",140,"determined by clockwork, and that it was increased a little every day."
"4152",140,"In piecework they would reduce the time, requiring the same work in a"
"4153",140,"shorter time, and paying the same wages; and then, after the workers had"
"4154",140,"accustomed themselves to this new speed, they would reduce the rate of"
"4155",140,"payment to correspond with the reduction in time! They had done this"
"4156",140,"so often in the canning establishments that the girls were fairly"
"4157",140,"desperate; their wages had gone down by a full third in the past two"
"4158",140,"years, and a storm of discontent was brewing that was likely to break"
"4159",140,"any day. Only a month after Marija had become a beef-trimmer the canning"
"4160",140,"factory that she had left posted a cut that would divide the girls'"
"4161",140,"earnings almost squarely in half; and so great was the indignation at"
"4162",140,"this that they marched out without even a parley, and organized in the"
"4163",140,"street outside. One of the girls had read somewhere that a red flag was"
"4164",140,"the proper symbol for oppressed workers, and so they mounted one, and"
"4165",140,"paraded all about the yards, yelling with rage. A new union was the"
"4166",140,"result of this outburst, but the impromptu strike went to pieces in"
"4167",140,"three days, owing to the rush of new labor. At the end of it the girl"
"4168",140,"who had carried the red flag went downtown and got a position in a great"
"4169",140,"department store, at a salary of two dollars and a half a week."
"4170",140,""
"4171",140,"Jurgis and Ona heard these stories with dismay, for there was no telling"
"4172",140,"when their own time might come. Once or twice there had been rumors"
"4173",140,"that one of the big houses was going to cut its unskilled men to fifteen"
"4174",140,"cents an hour, and Jurgis knew that if this was done, his turn would"
"4175",140,"come soon. He had learned by this time that Packingtown was really not"
"4176",140,"a number of firms at all, but one great firm, the Beef Trust. And every"
"4177",140,"week the managers of it got together and compared notes, and there"
"4178",140,"was one scale for all the workers in the yards and one standard of"
"4179",140,"efficiency. Jurgis was told that they also fixed the price they would"
"4180",140,"pay for beef on the hoof and the price of all dressed meat in the"
"4181",140,"country; but that was something he did not understand or care about."
"4182",140,""
"4183",140,"The only one who was not afraid of a cut was Marija, who congratulated"
"4184",140,"herself, somewhat naively, that there had been one in her place only"
"4185",140,"a short time before she came. Marija was getting to be a skilled"
"4186",140,"beef-trimmer, and was mounting to the heights again. During the summer"
"4187",140,"and fall Jurgis and Ona managed to pay her back the last penny they"
"4188",140,"owed her, and so she began to have a bank account. Tamoszius had a bank"
"4189",140,"account also, and they ran a race, and began to figure upon household"
"4190",140,"expenses once more."
"4191",140,""
"4192",140,"The possession of vast wealth entails cares and responsibilities,"
"4193",140,"however, as poor Marija found out. She had taken the advice of a friend"
"4194",140,"and invested her savings in a bank on Ashland Avenue. Of course she knew"
"4195",140,"nothing about it, except that it was big and imposing--what possible"
"4196",140,"chance has a poor foreign working girl to understand the banking"
