"","gutenberg_id","text"
"1329",500,"said to the Fox and to the Cat:"
"1330",500,""
"1331",500,"""Let us go. I am with you."""
"1332",500,""
"1333",500,""
"1334",500,""
"1335",500,"CHAPTER 13"
"1336",500,""
"1337",500,"The Inn of the Red Lobster"
"1338",500,""
"1339",500,""
"1340",500,"Cat and Fox and Marionette walked and walked and walked. At last, toward"
"1341",500,"evening, dead tired, they came to the Inn of the Red Lobster."
"1342",500,""
"1343",500,"""Let us stop here a while,"" said the Fox, ""to eat a bite and rest for"
"1344",500,"a few hours. At midnight we'll start out again, for at dawn tomorrow we"
"1345",500,"must be at the Field of Wonders."""
"1346",500,""
"1347",500,"They went into the Inn and all three sat down at the same table."
"1348",500,"However, not one of them was very hungry."
"1349",500,""
"1350",500,"The poor Cat felt very weak, and he was able to eat only thirty-five"
"1351",500,"mullets with tomato sauce and four portions of tripe with cheese."
"1352",500,"Moreover, as he was so in need of strength, he had to have four more"
"1353",500,"helpings of butter and cheese."
"1354",500,""
"1355",500,"The Fox, after a great deal of coaxing, tried his best to eat a little."
"1356",500,"The doctor had put him on a diet, and he had to be satisfied with a"
"1357",500,"small hare dressed with a dozen young and tender spring chickens. After"
"1358",500,"the hare, he ordered some partridges, a few pheasants, a couple of"
"1359",500,"rabbits, and a dozen frogs and lizards. That was all. He felt ill, he"
"1360",500,"said, and could not eat another bite."
"1361",500,""
"1362",500,"Pinocchio ate least of all. He asked for a bite of bread and a few nuts"
"1363",500,"and then hardly touched them. The poor fellow, with his mind on the"
"1364",500,"Field of Wonders, was suffering from a gold-piece indigestion."
"1365",500,""
"1366",500,"Supper over, the Fox said to the Innkeeper:"
"1367",500,""
"1368",500,"""Give us two good rooms, one for Mr. Pinocchio and the other for me and"
"1369",500,"my friend. Before starting out, we'll take a little nap. Remember to"
"1370",500,"call us at midnight sharp, for we must continue on our journey."""
"1371",500,""
"1372",500,"""Yes, sir,"" answered the Innkeeper, winking in a knowing way at the Fox"
"1373",500,"and the Cat, as if to say, ""I understand."""
"1374",500,""
"1375",500,"As soon as Pinocchio was in bed, he fell fast asleep and began to dream."
"1376",500,"He dreamed he was in the middle of a field. The field was full of"
"1377",500,"vines heavy with grapes. The grapes were no other than gold coins which"
"1378",500,"tinkled merrily as they swayed in the wind. They seemed to say, ""Let him"
"1379",500,"who wants us take us!"""
"1380",500,""
"1381",500,"Just as Pinocchio stretched out his hand to take a handful of them, he"
"1382",500,"was awakened by three loud knocks at the door. It was the Innkeeper who"
"1383",500,"had come to tell him that midnight had struck."
"1384",500,""
"1385",500,"""Are my friends ready?"" the Marionette asked him."
"1386",500,""
"1387",500,"""Indeed, yes! They went two hours ago."""
"1388",500,""
"1389",500,"""Why in such a hurry?"""
"1390",500,""
"1391",500,"""Unfortunately the Cat received a telegram which said that his"
"1392",500,"first-born was suffering from chilblains and was on the point of death."
"1393",500,"He could not even wait to say good-by to you."""
"1394",500,""
"1395",500,"""Did they pay for the supper?"""
"1396",500,""
"1397",500,"""How could they do such a thing? Being people of great refinement, they"
"1398",500,"did not want to offend you so deeply as not to allow you the honor of"
"1399",500,"paying the bill."""
"1400",500,""
"1401",500,"""Too bad! That offense would have been more than pleasing to me,"" said"
"1402",500,"Pinocchio, scratching his head."
"1403",500,""
"1404",500,"""Where did my good friends say they would wait for me?"" he added."
"1405",500,""
"1406",500,"""At the Field of Wonders, at sunrise tomorrow morning."""
"1407",500,""
"1408",500,"Pinocchio paid a gold piece for the three suppers and started on his way"
"1409",500,"toward the field that was to make him a rich man."
"1410",500,""
"1411",500,"He walked on, not knowing where he was going, for it was dark, so dark"
"1412",500,"that not a thing was visible. Round about him, not a leaf stirred. A few"
"1413",500,"bats skimmed his nose now and again and scared him half to death. Once"
"1414",500,"or twice he shouted, ""Who goes there?"" and the far-away hills echoed"
"1415",500,"back to him, ""Who goes there? Who goes there? Who goes. . . ?"""
"1416",500,""
"1417",500,"As he walked, Pinocchio noticed a tiny insect glimmering on the trunk of"
"1418",500,"a tree, a small being that glowed with a pale, soft light."
"1419",500,""
"1420",500,"""Who are you?"" he asked."
"1421",500,""
"1422",500,"""I am the ghost of the Talking Cricket,"" answered the little being in a"
"1423",500,"faint voice that sounded as if it came from a far-away world."
"1424",500,""
"1425",500,"""What do you want?"" asked the Marionette."
"1426",500,""
"1427",500,"""I want to give you a few words of good advice. Return home and give the"
"1428",500,"four gold pieces you have left to your poor old father who is weeping"
"1429",500,"because he has not seen you for many a day."""
"1430",500,""
"1431",500,"""Tomorrow my father will be a rich man, for these four gold pieces will"
"1432",500,"become two thousand."""
"1433",500,""
"1434",500,"""Don't listen to those who promise you wealth overnight, my boy. As a"
"1435",500,"rule they are either fools or swindlers! Listen to me and go home."""
"1436",500,""
"1437",500,"""But I want to go on!"""
"1438",500,""
"1439",500,"""The hour is late!"""
"1440",500,""
"1441",500,"""I want to go on."""
"1442",500,""
"1443",500,"""The night is very dark."""
"1444",500,""
"1445",500,"""I want to go on."""
"1446",500,""
"1447",500,"""The road is dangerous."""
"1448",500,""
"1449",500,"""I want to go on."""
"1450",500,""
"1451",500,"""Remember that boys who insist on having their own way, sooner or later"
"1452",500,"come to grief."""
"1453",500,""
"1454",500,"""The same nonsense. Good-by, Cricket."""
"1455",500,""
"1456",500,"""Good night, Pinocchio, and may Heaven preserve you from the Assassins."""
"1457",500,""
"1458",500,"There was silence for a minute and the light of the Talking Cricket"
"1459",500,"disappeared suddenly, just as if someone had snuffed it out. Once again"
"1460",500,"the road was plunged in darkness."
"1461",500,""
"1462",500,""
"1463",500,""
"1464",500,"CHAPTER 14"
"1465",500,""
"1466",500,"Pinocchio, not having listened to the good advice of the Talking"
"1467",500,"Cricket, falls into the hands of the Assassins."
"1468",500,""
"1469",500,""
"1470",500,"""Dear, oh, dear! When I come to think of it,"" said the Marionette to"
"1471",500,"himself, as he once more set out on his journey, ""we boys are really"
"1472",500,"very unlucky. Everybody scolds us, everybody gives us advice, everybody"
"1473",500,"warns us. If we were to allow it, everyone would try to be father and"
"1474",500,"mother to us; everyone, even the Talking Cricket. Take me, for example."
"1475",500,"Just because I would not listen to that bothersome Cricket, who knows"
"1476",500,"how many misfortunes may be awaiting me! Assassins indeed! At least I"
"1477",500,"have never believed in them, nor ever will. To speak sensibly, I think"
"1478",500,"assassins have been invented by fathers and mothers to frighten children"
"1479",500,"who want to run away at night. And then, even if I were to meet them"
"1480",500,"on the road, what matter? I'll just run up to them, and say, 'Well,"
"1481",500,"signori, what do you want? Remember that you can't fool with me! Run"
"1482",500,"along and mind your business.' At such a speech, I can almost see those"
"1483",500,"poor fellows running like the wind. But in case they don't run away, I"
"1484",500,"can always run myself. . ."""
"1485",500,""
"1486",500,"Pinocchio was not given time to argue any longer, for he thought he"
"1487",500,"heard a slight rustle among the leaves behind him."
"1488",500,""
"1489",500,"He turned to look and behold, there in the darkness stood two big black"
"1490",500,"shadows, wrapped from head to foot in black sacks. The two figures"
"1491",500,"leaped toward him as softly as if they were ghosts."
"1492",500,""
"1493",500,"""Here they come!"" Pinocchio said to himself, and, not knowing where to"
"1494",500,"hide the gold pieces, he stuck all four of them under his tongue."
"1495",500,""
"1496",500,"He tried to run away, but hardly had he taken a step, when he felt his"
"1497",500,"arms grasped and heard two horrible, deep voices say to him: ""Your money"
"1498",500,"or your life!"""
"1499",500,""
"1500",500,"On account of the gold pieces in his mouth, Pinocchio could not say"
"1501",500,"a word, so he tried with head and hands and body to show, as best he"
"1502",500,"could, that he was only a poor Marionette without a penny in his pocket."
"1503",500,""
"1504",500,"""Come, come, less nonsense, and out with your money!"" cried the two"
"1505",500,"thieves in threatening voices."
"1506",500,""
"1507",500,"Once more, Pinocchio's head and hands said, ""I haven't a penny."""
"1508",500,""
"1509",500,"""Out with that money or you're a dead man,"" said the taller of the two"
"1510",500,"Assassins."
"1511",500,""
"1512",500,"""Dead man,"" repeated the other."
"1513",500,""
"1514",500,"""And after having killed you, we will kill your father also."""
"1515",500,""
"1516",500,"""Your father also!"""
"1517",500,""
"1518",500,"""No, no, no, not my Father!"" cried Pinocchio, wild with terror; but as"
"1519",500,"he screamed, the gold pieces tinkled together in his mouth."
"1520",500,""
"1521",500,"""Ah, you rascal! So that's the game! You have the money hidden under"
"1522",500,"your tongue. Out with it!"""
"1523",500,""
"1524",500,"But Pinocchio was as stubborn as ever."
"1525",500,""
"1526",500,"""Are you deaf? Wait, young man, we'll get it from you in a twinkling!"""
"1527",500,""
"1528",500,"One of them grabbed the Marionette by the nose and the other by the"
"1529",500,"chin, and they pulled him unmercifully from side to side in order to"
"1530",500,"make him open his mouth."
"1531",500,""
"1532",500,"All was of no use. The Marionette's lips might have been nailed"
"1533",500,"together. They would not open."
"1534",500,""
"1535",500,"In desperation the smaller of the two Assassins pulled out a long knife"
"1536",500,"from his pocket, and tried to pry Pinocchio's mouth open with it."
"1537",500,""
"1538",500,"Quick as a flash, the Marionette sank his teeth deep into the Assassin's"
"1539",500,"hand, bit it off and spat it out. Fancy his surprise when he saw that it"
"1540",500,"was not a hand, but a cat's paw."
"1541",500,""
"1542",500,"Encouraged by this first victory, he freed himself from the claws of"
"1543",500,"his assailers and, leaping over the bushes along the road, ran swiftly"
"1544",500,"across the fields. His pursuers were after him at once, like two dogs"
"1545",500,"chasing a hare."
"1546",500,""
"1547",500,"After running seven miles or so, Pinocchio was well-nigh exhausted."
"1548",500,"Seeing himself lost, he climbed up a giant pine tree and sat there"
"1549",500,"to see what he could see. The Assassins tried to climb also, but they"
"1550",500,"slipped and fell."
"1551",500,""
"1552",500,"Far from giving up the chase, this only spurred them on. They gathered a"
"1553",500,"bundle of wood, piled it up at the foot of the pine, and set fire to it."
"1554",500,"In a twinkling the tree began to sputter and burn like a candle blown by"
"1555",500,"the wind. Pinocchio saw the flames climb higher and higher. Not wishing"
"1556",500,"to end his days as a roasted Marionette, he jumped quickly to the ground"
"1557",500,"and off he went, the Assassins close to him, as before."
"1558",500,""
"1559",500,"Dawn was breaking when, without any warning whatsoever, Pinocchio found"
"1560",500,"his path barred by a deep pool full of water the color of muddy coffee."
"1561",500,""
"1562",500,"What was there to do? With a ""One, two, three!"" he jumped clear across"
"1563",500,"it. The Assassins jumped also, but not having measured their distance"
"1564",500,"well--splash!!!--they fell right into the middle of the pool. Pinocchio"
"1565",500,"who heard the splash and felt it, too, cried out, laughing, but never"
"1566",500,"stopping in his race:"
"1567",500,""
"1568",500,"""A pleasant bath to you, signori!"""
"1569",500,""
"1570",500,"He thought they must surely be drowned and turned his head to see. But"
"1571",500,"there were the two somber figures still following him, though their"
"1572",500,"black sacks were drenched and dripping with water."
"1573",500,""
"1574",500,""
"1575",500,""
"1576",500,"CHAPTER 15"
"1577",500,""
"1578",500,"The Assassins chase Pinocchio, catch him, and hang him to the branch of"
"1579",500,"a giant oak tree."
"1580",500,""
"1581",500,""
"1582",500,"As he ran, the Marionette felt more and more certain that he would have"
"1583",500,"to give himself up into the hands of his pursuers. Suddenly he saw a"
"1584",500,"little cottage gleaming white as the snow among the trees of the forest."
"1585",500,""
"1586",500,"""If I have enough breath left with which to reach that little house, I"
"1587",500,"may be saved,"" he said to himself."
"1588",500,""
"1589",500,"Not waiting another moment, he darted swiftly through the woods, the"
"1590",500,"Assassins still after him."
"1591",500,""
"1592",500,"After a hard race of almost an hour, tired and out of breath, Pinocchio"
"1593",500,"finally reached the door of the cottage and knocked. No one answered."
"1594",500,""
"1595",500,"He knocked again, harder than before, for behind him he heard the steps"
"1596",500,"and the labored breathing of his persecutors. The same silence followed."
"1597",500,""
"1598",500,"As knocking was of no use, Pinocchio, in despair, began to kick and bang"
"1599",500,"against the door, as if he wanted to break it. At the noise, a window"
"1600",500,"opened and a lovely maiden looked out. She had azure hair and a face"
"1601",500,"white as wax. Her eyes were closed and her hands crossed on her breast."
"1602",500,"With a voice so weak that it hardly could be heard, she whispered:"
"1603",500,""
"1604",500,"""No one lives in this house. Everyone is dead."""
"1605",500,""
"1606",500,"""Won't you, at least, open the door for me?"" cried Pinocchio in a"
"1607",500,"beseeching voice."
"1608",500,""
"1609",500,"""I also am dead."""
"1610",500,""
"1611",500,"""Dead? What are you doing at the window, then?"""
"1612",500,""
"1613",500,"""I am waiting for the coffin to take me away."""
"1614",500,""
"1615",500,"After these words, the little girl disappeared and the window closed"
"1616",500,"without a sound."
"1617",500,""
"1618",500,"""Oh, Lovely Maiden with Azure Hair,"" cried Pinocchio, ""open, I beg of"
"1619",500,"you. Take pity on a poor boy who is being chased by two Assass--"""
"1620",500,""
"1621",500,"He did not finish, for two powerful hands grasped him by the neck and"
"1622",500,"the same two horrible voices growled threateningly: ""Now we have you!"""
"1623",500,""
"1624",500,"The Marionette, seeing death dancing before him, trembled so hard that"
"1625",500,"the joints of his legs rattled and the coins tinkled under his tongue."
"1626",500,""
"1627",500,"""Well,"" the Assassins asked, ""will you open your mouth now or not? Ah!"
"1628",500,"You do not answer? Very well, this time you shall open it."""
"1629",500,""
"1630",500,"Taking out two long, sharp knives, they struck two heavy blows on the"
"1631",500,"Marionette's back."
"1632",500,""
"1633",500,"Happily for him, Pinocchio was made of very hard wood and the knives"
"1634",500,"broke into a thousand pieces. The Assassins looked at each other in"
"1635",500,"dismay, holding the handles of the knives in their hands."
"1636",500,""
"1637",500,"""I understand,"" said one of them to the other, ""there is nothing left to"
"1638",500,"do now but to hang him."""
"1639",500,""
"1640",500,"""To hang him,"" repeated the other."
"1641",500,""
"1642",500,"They tied Pinocchio's hands behind his shoulders and slipped the noose"
"1643",500,"around his neck. Throwing the rope over the high limb of a giant oak"
"1644",500,"tree, they pulled till the poor Marionette hung far up in space."
"1645",500,""
"1646",500,"Satisfied with their work, they sat on the grass waiting for Pinocchio"
"1647",500,"to give his last gasp. But after three hours the Marionette's eyes were"
"1648",500,"still open, his mouth still shut and his legs kicked harder than ever."
"1649",500,""
"1650",500,"Tired of waiting, the Assassins called to him mockingly: ""Good-by till"
"1651",500,"tomorrow. When we return in the morning, we hope you'll be polite enough"
"1652",500,"to let us find you dead and gone and with your mouth wide open."" With"
"1653",500,"these words they went."
"1654",500,""
"1655",500,"A few minutes went by and then a wild wind started to blow. As it"
"1656",500,"shrieked and moaned, the poor little sufferer was blown to and fro"
"1657",500,"like the hammer of a bell. The rocking made him seasick and the noose,"
"1658",500,"becoming tighter and tighter, choked him. Little by little a film"
"1659",500,"covered his eyes."
"1660",500,""
"1661",500,"Death was creeping nearer and nearer, and the Marionette still hoped"
"1662",500,"for some good soul to come to his rescue, but no one appeared. As he was"
"1663",500,"about to die, he thought of his poor old father, and hardly conscious of"
"1664",500,"what he was saying, murmured to himself:"
"1665",500,""
"1666",500,"""Oh, Father, dear Father! If you were only here!"""
"1667",500,""
"1668",500,"These were his last words. He closed his eyes, opened his mouth,"
"1669",500,"stretched out his legs, and hung there, as if he were dead."
"1670",500,""
"1671",500,""
"1672",500,""
"1673",500,"CHAPTER 16"
"1674",500,""
"1675",500,"The Lovely Maiden with Azure Hair sends for the poor Marionette, puts"
"1676",500,"him to bed, and calls three Doctors to tell her if Pinocchio is dead or"
"1677",500,"alive."
"1678",500,""
"1679",500,""
"1680",500,"If the poor Marionette had dangled there much longer, all hope would"
"1681",500,"have been lost. Luckily for him, the Lovely Maiden with Azure Hair once"
"1682",500,"again looked out of her window. Filled with pity at the sight of the"
"1683",500,"poor little fellow being knocked helplessly about by the wind, she"
"1684",500,"clapped her hands sharply together three times."
"1685",500,""
"1686",500,"At the signal, a loud whirr of wings in quick flight was heard and a"
"1687",500,"large Falcon came and settled itself on the window ledge."
"1688",500,""
"1689",500,"""What do you command, my charming Fairy?"" asked the Falcon, bending his"
"1690",500,"beak in deep reverence (for it must be known that, after all, the Lovely"
"1691",500,"Maiden with Azure Hair was none other than a very kind Fairy who had"
"1692",500,"lived, for more than a thousand years, in the vicinity of the forest)."
"1693",500,""
"1694",500,"""Do you see that Marionette hanging from the limb of that giant oak"
"1695",500,"tree?"""
"1696",500,""
"1697",500,"""I see him."""
"1698",500,""
"1699",500,"""Very well. Fly immediately to him. With your strong beak, break the"
"1700",500,"knot which holds him tied, take him down, and lay him softly on the"
"1701",500,"grass at the foot of the oak."""
"1702",500,""
"1703",500,"The Falcon flew away and after two minutes returned, saying, ""I have"
"1704",500,"done what you have commanded."""
"1705",500,""
"1706",500,"""How did you find him? Alive or dead?"""
"1707",500,""
"1708",500,"""At first glance, I thought he was dead. But I found I was wrong, for"
"1709",500,"as soon as I loosened the knot around his neck, he gave a long sigh and"
"1710",500,"mumbled with a faint voice, 'Now I feel better!'"""
"1711",500,""
"1712",500,"The Fairy clapped her hands twice. A magnificent Poodle appeared,"
"1713",500,"walking on his hind legs just like a man. He was dressed in court"
"1714",500,"livery. A tricorn trimmed with gold lace was set at a rakish angle over"
"1715",500,"a wig of white curls that dropped down to his waist. He wore a jaunty"
"1716",500,"coat of chocolate-colored velvet, with diamond buttons, and with two"
"1717",500,"huge pockets which were always filled with bones, dropped there"
"1718",500,"at dinner by his loving mistress. Breeches of crimson velvet, silk"
"1719",500,"stockings, and low, silver-buckled slippers completed his costume. His"
"1720",500,"tail was encased in a blue silk covering, which was to protect it from"
"1721",500,"the rain."
"1722",500,""
"1723",500,"""Come, Medoro,"" said the Fairy to him. ""Get my best coach ready and set"
"1724",500,"out toward the forest. On reaching the oak tree, you will find a poor,"
"1725",500,"half-dead Marionette stretched out on the grass. Lift him up tenderly,"
"1726",500,"place him on the silken cushions of the coach, and bring him here to"
"1727",500,"me."""
"1728",500,""
"1729",500,"The Poodle, to show that he understood, wagged his silk-covered tail two"
"1730",500,"or three times and set off at a quick pace."
"1731",500,""
"1732",500,"In a few minutes, a lovely little coach, made of glass, with lining as"
"1733",500,"soft as whipped cream and chocolate pudding, and stuffed with canary"
"1734",500,"feathers, pulled out of the stable. It was drawn by one hundred pairs"
"1735",500,"of white mice, and the Poodle sat on the coachman's seat and snapped his"
"1736",500,"whip gayly in the air, as if he were a real coachman in a hurry to get"
"1737",500,"to his destination."
"1738",500,""
"1739",500,"In a quarter of an hour the coach was back. The Fairy, who was waiting"
"1740",500,"at the door of the house, lifted the poor little Marionette in her arms,"
"1741",500,"took him to a dainty room with mother-of-pearl walls, put him to bed,"
"1742",500,"and sent immediately for the most famous doctors of the neighborhood to"
"1743",500,"come to her."
"1744",500,""
"1745",500,"One after another the doctors came, a Crow, and Owl, and a Talking"
"1746",500,"Cricket."
"1747",500,""
"1748",500,"""I should like to know, signori,"" said the Fairy, turning to the three"
"1749",500,"doctors gathered about Pinocchio's bed, ""I should like to know if this"
"1750",500,"poor Marionette is dead or alive."""
"1751",500,""
"1752",500,"At this invitation, the Crow stepped out and felt Pinocchio's pulse, his"
"1753",500,"nose, his little toe. Then he solemnly pronounced the following words:"
"1754",500,""
"1755",500,"""To my mind this Marionette is dead and gone; but if, by any evil"
"1756",500,"chance, he were not, then that would be a sure sign that he is still"
"1757",500,"alive!"""
"1758",500,""
"1759",500,"""I am sorry,"" said the Owl, ""to have to contradict the Crow, my famous"
"1760",500,"friend and colleague. To my mind this Marionette is alive; but if, by"
"1761",500,"any evil chance, he were not, then that would be a sure sign that he is"
"1762",500,"wholly dead!"""
"1763",500,""
"1764",500,"""And do you hold any opinion?"" the Fairy asked the Talking Cricket."
"1765",500,""
"1766",500,"""I say that a wise doctor, when he does not know what he is talking"
"1767",500,"about, should know enough to keep his mouth shut. However, that"
"1768",500,"Marionette is not a stranger to me. I have known him a long time!"""
"1769",500,""
"1770",500,"Pinocchio, who until then had been very quiet, shuddered so hard that"
"1771",500,"the bed shook."
"1772",500,""
"1773",500,"""That Marionette,"" continued the Talking Cricket, ""is a rascal of the"
"1774",500,"worst kind."""
"1775",500,""
"1776",500,"Pinocchio opened his eyes and closed them again."
"1777",500,""
"1778",500,"""He is rude, lazy, a runaway."""
"1779",500,""
"1780",500,"Pinocchio hid his face under the sheets."
"1781",500,""
"1782",500,"""That Marionette is a disobedient son who is breaking his father's"
"1783",500,"heart!"""
"1784",500,""
"1785",500,"Long shuddering sobs were heard, cries, and deep sighs. Think how"
"1786",500,"surprised everyone was when, on raising the sheets, they discovered"
"1787",500,"Pinocchio half melted in tears!"
"1788",500,""
"1789",500,"""When the dead weep, they are beginning to recover,"" said the Crow"
"1790",500,"solemnly."
"1791",500,""
"1792",500,"""I am sorry to contradict my famous friend and colleague,"" said the Owl,"
"1793",500,"""but as far as I'm concerned, I think that when the dead weep, it means"
"1794",500,"they do not want to die."""
"1795",500,""
"1796",500,""
"1797",500,""
"1798",500,"CHAPTER 17"
"1799",500,""
"1800",500,"Pinocchio eats sugar, but refuses to take medicine. When the undertakers"
"1801",500,"come for him, he drinks the medicine and feels better. Afterwards he"
"1802",500,"tells a lie and, in punishment, his nose grows longer and longer."
"1803",500,""
"1804",500,""
"1805",500,"As soon as the three doctors had left the room, the Fairy went to"
"1806",500,"Pinocchio's bed and, touching him on the forehead, noticed that he was"
"1807",500,"burning with fever."
"1808",500,""
"1809",500,"She took a glass of water, put a white powder into it, and, handing it"
"1810",500,"to the Marionette, said lovingly to him:"
"1811",500,""
"1812",500,"""Drink this, and in a few days you'll be up and well."""
"1813",500,""
"1814",500,"Pinocchio looked at the glass, made a wry face, and asked in a whining"
"1815",500,"voice: ""Is it sweet or bitter?"""
"1816",500,""
"1817",500,"""It is bitter, but it is good for you."""
"1818",500,""
"1819",500,"""If it is bitter, I don't want it."""
"1820",500,""
"1821",500,"""Drink it!"""
"1822",500,""
"1823",500,"""I don't like anything bitter."""
"1824",500,""
"1825",500,"""Drink it and I'll give you a lump of sugar to take the bitter taste"
"1826",500,"from your mouth."""
"1827",500,""
"1828",500,"""Where's the sugar?"""
"1829",500,""
"1830",500,"""Here it is,"" said the Fairy, taking a lump from a golden sugar bowl."
"1831",500,""
"1832",500,"""I want the sugar first, then I'll drink the bitter water."""
"1833",500,""
"1834",500,"""Do you promise?"""
"1835",500,""
"1836",500,"""Yes."""
"1837",500,""
"1838",500,"The Fairy gave him the sugar and Pinocchio, after chewing and swallowing"
"1839",500,"it in a twinkling, said, smacking his lips:"
"1840",500,""
"1841",500,"""If only sugar were medicine! I should take it every day."""
"1842",500,""
"1843",500,"""Now keep your promise and drink these few drops of water. They'll be"
"1844",500,"good for you."""
"1845",500,""
"1846",500,"Pinocchio took the glass in both hands and stuck his nose into it. He"
"1847",500,"lifted it to his mouth and once more stuck his nose into it."
"1848",500,""
"1849",500,"""It is too bitter, much too bitter! I can't drink it."""
"1850",500,""
"1851",500,"""How do you know, when you haven't even tasted it?"""
"1852",500,""
"1853",500,"""I can imagine it. I smell it. I want another lump of sugar, then I'll"
"1854",500,"drink it."""
"1855",500,""
"1856",500,"The Fairy, with all the patience of a good mother, gave him more sugar"
"1857",500,"and again handed him the glass."
"1858",500,""
"1859",500,"""I can't drink it like that,"" the Marionette said, making more wry"
"1860",500,"faces."
"1861",500,""
"1862",500,"""Why?"""
"1863",500,""
"1864",500,"""Because that feather pillow on my feet bothers me."""
"1865",500,""
"1866",500,"The Fairy took away the pillow."
"1867",500,""
"1868",500,"""It's no use. I can't drink it even now."""
"1869",500,""
"1870",500,"""What's the matter now?"""
"1871",500,""
"1872",500,"""I don't like the way that door looks. It's half open."""
"1873",500,""
"1874",500,"The Fairy closed the door."
"1875",500,""
"1876",500,"""I won't drink it,"" cried Pinocchio, bursting out crying. ""I won't drink"
"1877",500,"this awful water. I won't. I won't! No, no, no, no!"""
"1878",500,""
"1879",500,"""My boy, you'll be sorry."""
"1880",500,""
"1881",500,"""I don't care."""
"1882",500,""
"1883",500,"""You are very sick."""
"1884",500,""
"1885",500,"""I don't care."""
"1886",500,""
"1887",500,"""In a few hours the fever will take you far away to another world."""
"1888",500,""
"1889",500,"""I don't care."""
"1890",500,""
"1891",500,"""Aren't you afraid of death?"""
"1892",500,""
"1893",500,"""Not a bit. I'd rather die than drink that awful medicine."""
"1894",500,""
"1895",500,"At that moment, the door of the room flew open and in came four Rabbits"
"1896",500,"as black as ink, carrying a small black coffin on their shoulders."
"1897",500,""
"1898",500,"""What do you want from me?"" asked Pinocchio."
"1899",500,""
"1900",500,"""We have come for you,"" said the largest Rabbit."
"1901",500,""
"1902",500,"""For me? But I'm not dead yet!"""
"1903",500,""
"1904",500,"""No, not dead yet; but you will be in a few moments since you have"
"1905",500,"refused to take the medicine which would have made you well."""
"1906",500,""
"1907",500,"""Oh, Fairy, my Fairy,"" the Marionette cried out, ""give me that glass!"
"1908",500,"Quick, please! I don't want to die! No, no, not yet--not yet!"""
"1909",500,""
"1910",500,"And holding the glass with his two hands, he swallowed the medicine at"
"1911",500,"one gulp."
"1912",500,""
"1913",500,"""Well,"" said the four Rabbits, ""this time we have made the trip for"
"1914",500,"nothing."""
"1915",500,""
"1916",500,"And turning on their heels, they marched solemnly out of the room,"
"1917",500,"carrying their little black coffin and muttering and grumbling between"
"1918",500,"their teeth."
"1919",500,""
"1920",500,"In a twinkling, Pinocchio felt fine. With one leap he was out of bed and"
"1921",500,"into his clothes."
"1922",500,""
"1923",500,"The Fairy, seeing him run and jump around the room gay as a bird on"
"1924",500,"wing, said to him:"
"1925",500,""
"1926",500,"""My medicine was good for you, after all, wasn't it?"""
"1927",500,""
"1928",500,"""Good indeed! It has given me new life."""
"1929",500,""
"1930",500,"""Why, then, did I have to beg you so hard to make you drink it?"""
"1931",500,""
"1932",500,"""I'm a boy, you see, and all boys hate medicine more than they do"
"1933",500,"sickness."""
"1934",500,""
"1935",500,"""What a shame! Boys ought to know, after all, that medicine, taken in"
"1936",500,"time, can save them from much pain and even from death."""
"1937",500,""
"1938",500,"""Next time I won't have to be begged so hard. I'll remember those black"
"1939",500,"Rabbits with the black coffin on their shoulders and I'll take the glass"
"1940",500,"and pouf!--down it will go!"""
"1941",500,""
"1942",500,"""Come here now and tell me how it came about that you found yourself in"
"1943",500,"the hands of the Assassins."""
"1944",500,""
"1945",500,"""It happened that Fire Eater gave me five gold pieces to give to my"
"1946",500,"Father, but on the way, I met a Fox and a Cat, who asked me, 'Do you"
"1947",500,"want the five pieces to become two thousand?' And I said, 'Yes.' And"
"1948",500,"they said, 'Come with us to the Field of Wonders.' And I said, 'Let's"
"1949",500,"go.' Then they said, 'Let us stop at the Inn of the Red Lobster for"
"1950",500,"dinner and after midnight we'll set out again.' We ate and went to"
"1951",500,"sleep. When I awoke they were gone and I started out in the darkness all"
"1952",500,"alone. On the road I met two Assassins dressed in black coal sacks,"
"1953",500,"who said to me, 'Your money or your life!' and I said, 'I haven't any"
"1954",500,"money'; for, you see, I had put the money under my tongue. One of them"
"1955",500,"tried to put his hand in my mouth and I bit it off and spat it out; but"
"1956",500,"it wasn't a hand, it was a cat's paw. And they ran after me and I ran"
"1957",500,"and ran, till at last they caught me and tied my neck with a rope and"
"1958",500,"hanged me to a tree, saying, 'Tomorrow we'll come back for you and"
"1959",500,"you'll be dead and your mouth will be open, and then we'll take the gold"
"1960",500,"pieces that you have hidden under your tongue.'"""
"1961",500,""
"1962",500,"""Where are the gold pieces now?"" the Fairy asked."
"1963",500,""
"1964",500,"""I lost them,"" answered Pinocchio, but he told a lie, for he had them in"
"1965",500,"his pocket."
"1966",500,""
"1967",500,"As he spoke, his nose, long though it was, became at least two inches"
"1968",500,"longer."
"1969",500,""
"1970",500,"""And where did you lose them?"""
"1971",500,""
"1972",500,"""In the wood near by."""
"1973",500,""
"1974",500,"At this second lie, his nose grew a few more inches."
"1975",500,""
"1976",500,"""If you lost them in the near-by wood,"" said the Fairy, ""we'll look for"
"1977",500,"them and find them, for everything that is lost there is always found."""
"1978",500,""
"1979",500,"""Ah, now I remember,"" replied the Marionette, becoming more and more"
"1980",500,"confused. ""I did not lose the gold pieces, but I swallowed them when I"
"1981",500,"drank the medicine."""
"1982",500,""
